,Date,Sales,Day before holiday,Non Holiday date,Day after holiday,Non Holiday,Payment Week,Weekend,No. of competitors,Quarterly Average sale,Montly Average sale,Qtrly sales std dev,Monthly sale std dev,dayofweek,month,sin_dow,lag_1,lag_7,lag_3,lag_5,rolling_mean_7
679,2020-01-28,115,0,1,0,1,1,0,12,100,108,32,27,1,1,0.7818314824680298,101.0,91.0,136.0,116.0,120.28571428571429
680,2020-01-29,126,0,1,0,1,1,0,12,100,108,32,27,2,1,0.9749279121818236,115.0,129.0,120.0,125.0,119.85714285714286
681,2020-01-30,110,0,1,0,1,1,0,12,100,108,32,27,3,1,0.43388373911755823,126.0,116.0,101.0,136.0,119.0
682,2020-01-31,117,0,1,0,1,1,0,12,100,108,32,27,4,1,-0.433883739117558,110.0,125.0,115.0,120.0,117.85714285714286
683,2020-02-01,121,0,1,0,1,0,1,12,100,108,32,27,5,2,-0.9749279121818236,117.0,136.0,126.0,101.0,115.71428571428571
684,2020-02-02,139,0,1,0,1,0,1,12,100,92,32,36,6,2,-0.7818314824680299,121.0,120.0,110.0,115.0,118.42857142857143
685,2020-02-03,128,0,1,0,1,0,0,12,100,90,32,32,0,2,0.0,139.0,101.0,117.0,126.0,122.28571428571429
686,2020-02-04,118,0,1,0,1,0,0,12,96,93,21,26,1,2,0.7818314824680298,128.0,115.0,121.0,110.0,122.71428571428571
687,2020-02-05,81,0,1,0,1,1,0,12,96,92,21,25,2,2,0.9749279121818236,118.0,126.0,139.0,117.0,116.28571428571429
688,2020-02-06,120,0,1,0,1,1,0,12,96,103,21,18,3,2,0.43388373911755823,81.0,110.0,128.0,121.0,117.71428571428571
689,2020-02-07,106,0,1,0,1,1,0,12,106,102,21,4,4,2,-0.433883739117558,120.0,117.0,118.0,139.0,116.14285714285714
690,2020-02-08,143,0,1,0,1,1,1,12,106,124,21,26,5,2,-0.9749279121818236,106.0,121.0,81.0,128.0,119.28571428571429
691,2020-02-09,78,0,1,0,1,1,1,12,106,91,21,18,6,2,-0.7818314824680299,143.0,139.0,120.0,118.0,110.57142857142857
692,2020-02-10,105,0,1,0,1,1,0,12,103,92,21,18,0,2,0.0,78.0,128.0,106.0,81.0,107.28571428571429
693,2020-02-11,118,0,1,0,1,0,0,12,103,103,21,20,1,2,0.7818314824680298,105.0,118.0,143.0,120.0,107.28571428571429
694,2020-02-12,137,0,1,0,1,0,0,12,103,116,21,29,2,2,0.9749279121818236,118.0,81.0,78.0,106.0,115.28571428571429
695,2020-02-13,120,0,1,0,1,0,0,12,100,92,32,36,3,2,0.43388373911755823,137.0,120.0,105.0,143.0,115.28571428571429
696,2020-02-14,126,0,1,0,1,0,0,12,100,92,32,36,4,2,-0.433883739117558,120.0,106.0,118.0,78.0,118.14285714285714
697,2020-02-15,110,0,1,0,1,0,1,12,100,92,32,36,5,2,-0.9749279121818236,126.0,143.0,137.0,105.0,113.42857142857143
698,2020-02-16,106,0,1,0,1,0,1,12,100,92,32,36,6,2,-0.7818314824680299,110.0,78.0,120.0,118.0,117.42857142857143
699,2020-02-17,100,0,1,0,1,0,0,12,100,92,32,36,0,2,0.0,106.0,105.0,126.0,137.0,116.71428571428571
700,2020-02-18,87,0,1,0,1,0,0,12,100,92,32,36,1,2,0.7818314824680298,100.0,118.0,110.0,120.0,112.28571428571429
701,2020-02-19,120,0,1,0,1,0,0,12,100,92,32,36,2,2,0.9749279121818236,87.0,137.0,106.0,126.0,109.85714285714286
702,2020-02-20,110,1,0,0,1,0,0,12,100,92,32,36,3,2,0.43388373911755823,120.0,120.0,100.0,110.0,108.42857142857143
703,2020-02-21,96,1,0,0,1,0,0,12,100,92,32,36,4,2,-0.433883739117558,110.0,126.0,87.0,106.0,104.14285714285714
704,2020-02-22,79,1,0,0,1,0,1,12,100,92,32,36,5,2,-0.9749279121818236,96.0,110.0,120.0,100.0,99.71428571428571
705,2020-02-23,89,1,0,0,1,0,1,12,100,92,32,36,6,2,-0.7818314824680299,79.0,106.0,110.0,87.0,97.28571428571429
706,2020-02-26,86,0,0,1,1,0,0,12,100,92,32,36,2,2,0.9749279121818236,89.0,100.0,96.0,120.0,95.28571428571429
707,2020-02-27,99,0,0,1,1,0,0,12,100,92,32,36,3,2,0.43388373911755823,86.0,87.0,79.0,110.0,97.0
708,2020-02-28,105,0,1,0,1,1,0,13,100,92,32,36,4,2,-0.433883739117558,99.0,120.0,89.0,96.0,94.85714285714286
709,2020-02-29,117,0,1,0,1,1,1,13,100,92,32,36,5,2,-0.9749279121818236,105.0,110.0,86.0,79.0,95.85714285714286
710,2020-03-01,87,0,1,0,1,0,1,13,100,108,32,27,6,3,-0.7818314824680299,117.0,96.0,99.0,89.0,94.57142857142857
711,2020-03-02,99,0,1,0,1,0,0,13,100,92,32,36,0,3,0.0,87.0,79.0,105.0,86.0,97.42857142857143
712,2020-03-04,98,0,1,0,1,0,0,13,96,93,21,26,2,3,0.9749279121818236,99.0,89.0,117.0,99.0,98.71428571428571
713,2020-03-05,121,0,1,0,1,1,0,13,96,92,21,25,3,3,0.43388373911755823,98.0,86.0,87.0,105.0,103.71428571428571
714,2020-03-06,108,0,1,0,1,1,0,13,96,103,21,18,4,3,-0.433883739117558,121.0,99.0,99.0,117.0,105.0
