,Date,Sales,Day before holiday,Non Holiday date,Day after holiday,Non Holiday,Payment Week,Weekend,No. of competitors,Quarterly Average sale,Montly Average sale,Qtrly sales std dev,Monthly sale std dev,dayofweek,month,sin_dow,lag_1,lag_7,lag_3,lag_5,rolling_mean_7
0,2018-02-14,132,0,0,1,1,0,0,7,136,137,38,41,2,2,0.9749279121818236,,,,,
1,2018-02-15,149,0,0,1,1,0,0,7,136,137,38,41,3,2,0.43388373911755823,132.0,,,,
2,2018-02-16,130,0,1,0,1,0,0,7,136,137,38,41,4,2,-0.433883739117558,149.0,,,,
3,2018-02-17,174,0,1,0,1,0,1,7,136,137,38,41,5,2,-0.9749279121818236,130.0,,132.0,,
4,2018-02-18,185,0,1,0,1,0,1,7,136,137,38,41,6,2,-0.7818314824680299,174.0,,149.0,,
5,2018-02-19,121,0,1,0,1,0,0,7,136,137,38,41,0,2,0.0,185.0,,130.0,132.0,
6,2018-02-20,110,0,1,0,1,0,0,7,136,137,38,41,1,2,0.7818314824680298,121.0,,174.0,149.0,143.0
7,2018-02-21,105,0,1,0,1,0,0,7,136,137,38,41,2,2,0.9749279121818236,110.0,132.0,185.0,130.0,139.14285714285714
8,2018-02-22,129,0,1,0,1,0,0,7,136,137,38,41,3,2,0.43388373911755823,105.0,149.0,121.0,174.0,136.28571428571428
9,2018-02-23,143,0,1,0,1,0,0,7,136,137,38,41,4,2,-0.433883739117558,129.0,130.0,110.0,185.0,138.14285714285714
10,2018-02-26,154,0,1,0,1,0,0,8,136,137,38,41,0,2,0.0,143.0,174.0,105.0,121.0,135.28571428571428
11,2018-02-27,161,0,1,0,1,0,0,8,136,137,38,41,1,2,0.7818314824680298,154.0,185.0,129.0,110.0,131.85714285714286
12,2018-02-28,116,0,1,0,1,1,0,8,136,137,38,41,2,2,0.9749279121818236,161.0,121.0,143.0,105.0,131.14285714285714
13,2018-03-01,116,0,1,0,1,0,0,8,136,122,38,33,3,3,0.43388373911755823,116.0,110.0,154.0,129.0,132.0
14,2018-03-02,109,0,1,0,1,0,0,8,136,137,38,41,4,3,-0.433883739117558,116.0,105.0,161.0,143.0,132.57142857142858
15,2018-03-03,124,0,1,0,1,0,1,8,136,139,38,36,5,3,-0.9749279121818236,109.0,129.0,116.0,154.0,131.85714285714286
16,2018-03-04,139,0,1,0,1,0,1,8,137,129,24,21,6,3,-0.7818314824680299,124.0,143.0,116.0,161.0,131.28571428571428
17,2018-03-05,107,0,1,0,1,1,0,8,137,138,24,29,0,3,0.0,139.0,154.0,109.0,116.0,124.57142857142857
18,2018-03-06,116,0,1,0,1,1,0,8,137,144,24,20,1,3,0.7818314824680298,107.0,161.0,124.0,116.0,118.14285714285714
19,2018-03-07,139,0,1,0,1,1,0,8,134,130,23,21,2,3,0.9749279121818236,116.0,116.0,139.0,109.0,121.42857142857143
20,2018-03-08,150,0,1,0,1,1,0,8,134,134,23,24,3,3,0.43388373911755823,139.0,116.0,107.0,124.0,126.28571428571429
21,2018-03-09,168,0,1,0,1,1,0,8,134,141,23,23,4,3,-0.433883739117558,150.0,109.0,116.0,139.0,134.71428571428572
22,2018-03-10,131,0,1,0,1,1,1,8,133,129,46,31,5,3,-0.9749279121818236,168.0,124.0,139.0,107.0,135.71428571428572
23,2018-03-11,146,0,1,0,1,0,1,8,133,134,46,29,6,3,-0.7818314824680299,131.0,139.0,150.0,116.0,136.71428571428572
24,2018-03-12,139,0,1,0,1,0,0,8,133,135,46,68,0,3,0.0,146.0,107.0,168.0,139.0,141.28571428571428
25,2018-03-13,155,0,1,0,1,0,0,8,136,139,38,36,1,3,0.7818314824680298,139.0,116.0,131.0,150.0,146.85714285714286
26,2018-03-14,186,0,1,0,1,0,0,8,136,139,38,36,2,3,0.9749279121818236,155.0,139.0,146.0,168.0,153.57142857142858
27,2018-03-15,120,0,1,0,1,0,0,8,136,139,38,36,3,3,0.43388373911755823,186.0,150.0,139.0,131.0,149.28571428571428
28,2018-03-16,133,0,1,0,1,0,0,8,136,139,38,36,4,3,-0.433883739117558,120.0,168.0,155.0,146.0,144.28571428571428
29,2018-03-17,179,0,1,0,1,0,1,8,136,139,38,36,5,3,-0.9749279121818236,133.0,131.0,186.0,139.0,151.14285714285714
30,2018-03-18,165,0,1,0,1,0,1,8,136,139,38,36,6,3,-0.7818314824680299,179.0,146.0,120.0,155.0,153.85714285714286
31,2018-03-19,149,0,1,0,1,0,0,8,136,139,38,36,0,3,0.0,165.0,139.0,133.0,186.0,155.28571428571428
32,2018-03-20,155,0,1,0,1,0,0,8,136,139,38,36,1,3,0.7818314824680298,149.0,155.0,179.0,120.0,155.28571428571428
33,2018-03-21,160,0,1,0,1,0,0,8,136,139,38,36,2,3,0.9749279121818236,155.0,186.0,165.0,133.0,151.57142857142858
34,2018-03-22,178,0,1,0,1,0,0,8,136,139,38,36,3,3,0.43388373911755823,160.0,120.0,149.0,179.0,159.85714285714286
35,2018-03-23,149,0,1,0,1,0,0,8,136,139,38,36,4,3,-0.433883739117558,178.0,133.0,155.0,165.0,162.14285714285714
36,2018-03-24,188,0,1,0,1,0,1,8,136,139,38,36,5,3,-0.9749279121818236,149.0,179.0,160.0,149.0,163.42857142857142
37,2018-03-25,174,0,1,0,1,0,1,8,136,139,38,36,6,3,-0.7818314824680299,188.0,165.0,178.0,155.0,164.71428571428572
38,2018-03-26,166,0,1,0,1,0,0,8,136,139,38,36,0,3,0.0,174.0,149.0,149.0,160.0,167.14285714285714
39,2018-03-27,130,0,1,0,1,0,0,8,136,139,38,36,1,3,0.7818314824680298,166.0,155.0,188.0,178.0,163.57142857142858
40,2018-03-28,139,0,1,0,1,1,0,8,136,139,38,36,2,3,0.9749279121818236,130.0,160.0,174.0,149.0,160.57142857142858
41,2018-03-29,120,0,1,0,1,1,0,8,136,139,38,36,3,3,0.43388373911755823,139.0,178.0,166.0,188.0,152.28571428571428
42,2018-03-31,108,0,1,0,1,1,1,8,136,139,38,36,5,3,-0.9749279121818236,120.0,149.0,130.0,174.0,146.42857142857142
43,2018-04-01,129,0,1,0,1,0,1,8,136,122,38,33,6,4,-0.7818314824680299,108.0,188.0,139.0,166.0,138.0
44,2018-04-02,139,0,1,0,1,0,0,8,136,137,38,41,0,4,0.0,129.0,174.0,120.0,130.0,133.0
45,2018-04-03,145,0,1,0,1,0,0,8,136,139,38,36,1,4,0.7818314824680298,139.0,166.0,108.0,139.0,130.0
46,2018-04-04,159,0,1,0,1,0,0,8,137,129,24,21,2,4,0.9749279121818236,145.0,130.0,129.0,120.0,134.14285714285714
47,2018-04-05,166,0,1,0,1,1,0,8,137,138,24,29,3,4,0.43388373911755823,159.0,139.0,139.0,108.0,138.0
48,2018-04-06,175,0,1,0,1,1,0,8,137,144,24,20,4,4,-0.433883739117558,166.0,120.0,145.0,129.0,145.85714285714286
49,2018-04-07,153,0,1,0,1,1,1,8,134,130,23,21,5,4,-0.9749279121818236,175.0,108.0,159.0,139.0,152.28571428571428
50,2018-04-08,111,0,1,0,1,1,1,8,134,134,23,24,6,4,-0.7818314824680299,153.0,129.0,166.0,145.0,149.71428571428572
51,2018-04-09,139,0,1,0,1,1,0,8,134,141,23,23,0,4,0.0,111.0,139.0,175.0,159.0,149.71428571428572
52,2018-04-10,140,0,1,0,1,1,0,8,133,129,46,31,1,4,0.7818314824680298,139.0,145.0,153.0,166.0,149.0
53,2018-04-11,125,0,1,0,1,0,0,8,133,134,46,29,2,4,0.9749279121818236,140.0,159.0,111.0,175.0,144.14285714285714
54,2018-04-12,138,0,1,0,1,0,0,8,133,135,46,68,3,4,0.43388373911755823,125.0,166.0,139.0,153.0,140.14285714285714
55,2018-04-13,144,0,1,0,1,0,0,8,137,129,24,21,4,4,-0.433883739117558,138.0,175.0,140.0,111.0,135.71428571428572
56,2018-04-14,121,0,1,0,1,0,1,8,137,129,24,21,5,4,-0.9749279121818236,144.0,153.0,125.0,139.0,131.14285714285714
57,2018-04-15,106,0,1,0,1,0,1,8,137,129,24,21,6,4,-0.7818314824680299,121.0,111.0,138.0,140.0,130.42857142857142
58,2018-04-16,134,0,1,0,1,0,0,8,137,129,24,21,0,4,0.0,106.0,139.0,144.0,125.0,129.71428571428572
59,2018-04-17,161,0,1,0,1,0,0,8,137,129,24,21,1,4,0.7818314824680298,134.0,140.0,121.0,138.0,132.71428571428572
60,2018-04-18,130,0,1,0,1,0,0,8,137,129,24,21,2,4,0.9749279121818236,161.0,125.0,106.0,144.0,133.42857142857142
61,2018-04-19,145,0,1,0,1,0,0,8,137,129,24,21,3,4,0.43388373911755823,130.0,138.0,134.0,121.0,134.42857142857142
62,2018-04-20,158,0,1,0,1,0,0,8,137,129,24,21,4,4,-0.433883739117558,145.0,144.0,161.0,106.0,136.42857142857142
63,2018-04-21,86,0,1,0,0,0,1,8,137,129,24,21,5,4,-0.9749279121818236,158.0,121.0,130.0,134.0,131.42857142857142
64,2018-04-22,99,0,1,0,1,0,1,8,137,129,24,21,6,4,-0.7818314824680299,86.0,106.0,145.0,161.0,130.42857142857142
65,2018-04-23,116,0,1,0,1,0,0,8,137,129,24,21,0,4,0.0,99.0,134.0,158.0,130.0,127.85714285714286
66,2018-04-24,140,0,1,0,1,0,0,8,137,129,24,21,1,4,0.7818314824680298,116.0,161.0,86.0,145.0,124.85714285714286
67,2018-04-25,131,0,1,0,1,0,0,8,137,129,24,21,2,4,0.9749279121818236,140.0,130.0,99.0,158.0,125.0
68,2018-04-26,147,0,1,0,1,0,0,8,137,129,24,21,3,4,0.43388373911755823,131.0,145.0,116.0,86.0,125.28571428571429
69,2018-04-27,128,0,1,0,1,0,0,8,137,129,24,21,4,4,-0.433883739117558,147.0,158.0,140.0,99.0,121.0
70,2018-04-28,99,0,1,0,1,1,1,8,137,129,24,21,5,4,-0.9749279121818236,128.0,86.0,131.0,116.0,122.85714285714286
71,2018-04-29,105,0,1,0,1,1,1,8,137,129,24,21,6,4,-0.7818314824680299,99.0,99.0,147.0,140.0,123.71428571428571
72,2018-04-30,98,0,1,0,0,1,0,8,137,129,24,21,0,4,0.0,105.0,116.0,128.0,131.0,121.14285714285714
73,2018-05-01,79,0,1,0,0,0,0,8,136,122,38,33,1,5,0.7818314824680298,98.0,140.0,99.0,147.0,112.42857142857143
74,2018-05-02,121,0,1,0,1,0,0,8,136,137,38,41,2,5,0.9749279121818236,79.0,131.0,105.0,128.0,111.0
75,2018-05-03,110,0,1,0,1,0,0,8,136,139,38,36,3,5,0.43388373911755823,121.0,147.0,98.0,99.0,105.71428571428571
76,2018-05-04,140,0,1,0,1,0,0,8,137,129,24,21,4,5,-0.433883739117558,110.0,128.0,79.0,105.0,107.42857142857143
77,2018-05-05,166,0,1,0,1,1,1,8,137,138,24,29,5,5,-0.9749279121818236,140.0,99.0,121.0,98.0,117.0
78,2018-05-06,159,0,1,0,1,1,1,8,137,144,24,20,6,5,-0.7818314824680299,166.0,105.0,110.0,79.0,124.71428571428571
79,2018-05-07,149,0,1,0,1,1,0,8,134,130,23,21,0,5,0.0,159.0,98.0,140.0,121.0,132.0
80,2018-05-08,160,0,1,0,1,1,0,8,134,134,23,24,1,5,0.7818314824680298,149.0,79.0,166.0,110.0,143.57142857142858
81,2018-05-09,189,1,0,0,1,1,0,8,134,141,23,23,2,5,0.9749279121818236,160.0,121.0,159.0,140.0,153.28571428571428
82,2018-05-14,140,0,0,1,1,0,0,8,137,138,24,29,0,5,0.0,189.0,110.0,149.0,166.0,157.57142857142858
83,2018-05-15,127,0,0,1,1,0,0,8,137,138,24,29,1,5,0.7818314824680298,140.0,140.0,160.0,159.0,155.71428571428572
84,2018-05-16,109,0,1,0,1,0,0,8,137,138,24,29,2,5,0.9749279121818236,127.0,166.0,189.0,149.0,147.57142857142858
85,2018-05-17,116,0,1,0,1,0,0,8,137,138,24,29,3,5,0.43388373911755823,109.0,159.0,140.0,160.0,141.42857142857142
86,2018-05-18,129,0,1,0,1,0,0,8,137,138,24,29,4,5,-0.433883739117558,116.0,149.0,127.0,189.0,138.57142857142858
87,2018-05-19,144,0,1,0,1,0,1,8,137,138,24,29,5,5,-0.9749279121818236,129.0,160.0,109.0,140.0,136.28571428571428
88,2018-05-20,136,0,1,0,1,0,1,8,137,138,24,29,6,5,-0.7818314824680299,144.0,189.0,116.0,127.0,128.71428571428572
89,2018-05-21,110,0,1,0,1,0,0,8,137,138,24,29,0,5,0.0,136.0,140.0,129.0,109.0,124.42857142857143
90,2018-05-22,139,0,1,0,1,0,0,8,137,138,24,29,1,5,0.7818314824680298,110.0,127.0,144.0,116.0,126.14285714285714
91,2018-05-23,155,0,1,0,1,0,0,8,137,138,24,29,2,5,0.9749279121818236,139.0,109.0,136.0,129.0,132.71428571428572
92,2018-05-24,126,0,1,0,1,0,0,8,137,138,24,29,3,5,0.43388373911755823,155.0,116.0,110.0,144.0,134.14285714285714
93,2018-05-25,181,0,1,0,1,0,0,8,137,138,24,29,4,5,-0.433883739117558,126.0,129.0,139.0,136.0,141.57142857142858
94,2018-05-26,141,0,1,0,1,0,1,9,137,138,24,29,5,5,-0.9749279121818236,181.0,144.0,155.0,110.0,141.14285714285714
95,2018-05-27,127,0,1,0,1,0,1,9,137,138,24,29,6,5,-0.7818314824680299,141.0,136.0,126.0,139.0,139.85714285714286
96,2018-05-28,137,0,1,0,1,1,0,9,137,138,24,29,0,5,0.0,127.0,110.0,181.0,155.0,143.71428571428572
97,2018-05-29,108,0,1,0,1,1,0,9,137,138,24,29,1,5,0.7818314824680298,137.0,139.0,141.0,126.0,139.28571428571428
98,2018-05-30,124,0,1,0,1,1,0,9,137,138,24,29,2,5,0.9749279121818236,108.0,155.0,127.0,181.0,134.85714285714286
99,2018-05-31,89,0,1,0,0,1,0,9,137,138,24,29,3,5,0.43388373911755823,124.0,126.0,137.0,141.0,129.57142857142858
100,2018-06-01,106,0,1,0,0,0,0,9,136,122,38,33,4,6,-0.433883739117558,89.0,181.0,108.0,127.0,118.85714285714286
101,2018-06-02,139,0,1,0,1,0,1,9,136,137,38,41,5,6,-0.9749279121818236,106.0,141.0,124.0,137.0,118.57142857142857
102,2018-06-03,163,0,1,0,1,0,1,9,136,139,38,36,6,6,-0.7818314824680299,139.0,127.0,89.0,108.0,123.71428571428571
103,2018-06-04,149,0,1,0,1,0,0,9,137,129,24,21,0,6,0.0,163.0,137.0,106.0,124.0,125.42857142857143
104,2018-06-05,161,0,1,0,1,1,0,9,137,138,24,29,1,6,0.7818314824680298,149.0,108.0,139.0,89.0,133.0
105,2018-06-06,139,0,1,0,1,1,0,9,137,144,24,20,2,6,0.9749279121818236,161.0,124.0,163.0,106.0,135.14285714285714
106,2018-06-07,150,0,1,0,1,1,0,9,134,130,23,21,3,6,0.43388373911755823,139.0,89.0,149.0,139.0,143.85714285714286
107,2018-06-08,144,0,1,0,1,1,0,9,134,134,23,24,4,6,-0.433883739117558,150.0,106.0,161.0,163.0,149.28571428571428
108,2018-06-09,166,0,1,0,1,1,1,9,134,141,23,23,5,6,-0.9749279121818236,144.0,139.0,139.0,149.0,153.14285714285714
109,2018-06-10,186,0,1,0,1,1,1,9,133,129,46,31,6,6,-0.7818314824680299,166.0,163.0,150.0,161.0,156.42857142857142
110,2018-06-11,155,0,1,0,1,0,0,9,133,134,46,29,0,6,0.0,186.0,149.0,144.0,139.0,157.28571428571428
111,2018-06-12,139,0,1,0,1,0,0,9,133,135,46,68,1,6,0.7818314824680298,155.0,161.0,166.0,150.0,154.14285714285714
112,2018-06-13,167,0,1,0,1,0,0,9,137,144,24,20,2,6,0.9749279121818236,139.0,139.0,186.0,144.0,158.14285714285714
113,2018-06-14,175,0,1,0,1,0,0,9,137,144,24,20,3,6,0.43388373911755823,167.0,150.0,155.0,166.0,161.71428571428572
114,2018-06-15,147,0,1,0,1,0,0,9,137,144,24,20,4,6,-0.433883739117558,175.0,144.0,139.0,186.0,162.14285714285714
115,2018-06-16,129,0,1,0,1,0,1,9,137,144,24,20,5,6,-0.9749279121818236,147.0,166.0,167.0,155.0,156.85714285714286
116,2018-06-17,177,0,1,0,1,0,1,9,137,144,24,20,6,6,-0.7818314824680299,129.0,186.0,175.0,139.0,155.57142857142858
117,2018-06-18,149,0,1,0,1,0,0,9,137,144,24,20,0,6,0.0,177.0,155.0,147.0,167.0,154.71428571428572
118,2018-06-19,138,0,1,0,1,0,0,9,137,144,24,20,1,6,0.7818314824680298,149.0,139.0,129.0,175.0,154.57142857142858
119,2018-06-20,140,0,1,0,1,0,0,9,137,144,24,20,2,6,0.9749279121818236,138.0,167.0,177.0,147.0,150.71428571428572
120,2018-06-21,138,0,1,0,1,0,0,9,137,144,24,20,3,6,0.43388373911755823,140.0,175.0,149.0,129.0,145.42857142857142
121,2018-06-22,155,0,1,0,1,0,0,9,137,144,24,20,4,6,-0.433883739117558,138.0,147.0,138.0,177.0,146.57142857142858
122,2018-06-23,149,0,1,0,1,0,1,9,137,144,24,20,5,6,-0.9749279121818236,155.0,129.0,140.0,149.0,149.42857142857142
123,2018-06-24,179,0,1,0,1,0,1,9,137,144,24,20,6,6,-0.7818314824680299,149.0,177.0,138.0,138.0,149.71428571428572
124,2018-06-25,148,0,1,0,1,0,0,9,137,144,24,20,0,6,0.0,179.0,149.0,155.0,140.0,149.57142857142858
125,2018-06-26,129,0,1,0,1,0,0,9,137,144,24,20,1,6,0.7818314824680298,148.0,138.0,149.0,138.0,148.28571428571428
126,2018-06-27,116,0,1,0,1,0,0,9,137,144,24,20,2,6,0.9749279121818236,129.0,140.0,179.0,155.0,144.85714285714286
127,2018-06-28,146,0,1,0,1,1,0,9,137,144,24,20,3,6,0.43388373911755823,116.0,138.0,148.0,149.0,146.0
128,2018-06-29,139,0,1,0,1,1,0,9,137,144,24,20,4,6,-0.433883739117558,146.0,155.0,129.0,179.0,143.71428571428572
129,2018-06-30,177,0,1,0,1,1,1,9,137,144,24,20,5,6,-0.9749279121818236,139.0,149.0,116.0,148.0,147.71428571428572
130,2018-07-01,195,0,1,0,1,0,1,9,136,122,38,33,6,7,-0.7818314824680299,177.0,179.0,146.0,129.0,150.0
131,2018-07-02,149,0,1,0,1,0,0,9,136,137,38,41,0,7,0.0,195.0,148.0,139.0,116.0,150.14285714285714
132,2018-07-03,131,0,1,0,1,0,0,9,136,139,38,36,1,7,0.7818314824680298,149.0,129.0,177.0,146.0,150.42857142857142
133,2018-07-04,157,0,1,0,1,0,0,9,137,129,24,21,2,7,0.9749279121818236,131.0,116.0,195.0,139.0,156.28571428571428
134,2018-07-05,170,0,1,0,1,1,0,9,137,138,24,29,3,7,0.43388373911755823,157.0,146.0,149.0,177.0,159.71428571428572
135,2018-07-06,145,0,1,0,1,1,0,9,137,144,24,20,4,7,-0.433883739117558,170.0,139.0,131.0,195.0,160.57142857142858
136,2018-07-07,163,0,1,0,1,1,1,9,134,130,23,21,5,7,-0.9749279121818236,145.0,177.0,157.0,149.0,158.57142857142858
137,2018-07-08,188,0,1,0,1,1,1,9,134,134,23,24,6,7,-0.7818314824680299,163.0,195.0,170.0,131.0,157.57142857142858
138,2018-07-09,161,0,1,0,1,1,0,9,134,141,23,23,0,7,0.0,188.0,149.0,145.0,157.0,159.28571428571428
139,2018-07-10,149,0,1,0,1,1,0,9,133,129,46,31,1,7,0.7818314824680298,161.0,131.0,163.0,170.0,161.85714285714286
140,2018-07-11,130,0,1,0,1,0,0,9,133,134,46,29,2,7,0.9749279121818236,149.0,157.0,188.0,145.0,158.0
141,2018-07-12,114,0,1,0,1,0,0,9,133,135,46,68,3,7,0.43388373911755823,130.0,170.0,161.0,163.0,150.0
142,2018-07-13,129,0,1,0,1,0,0,9,134,130,23,21,4,7,-0.433883739117558,114.0,145.0,149.0,188.0,147.71428571428572
143,2018-07-14,138,0,1,0,1,0,1,9,134,130,23,21,5,7,-0.9749279121818236,129.0,163.0,130.0,161.0,144.14285714285714
144,2018-07-15,164,0,1,0,1,0,1,9,134,130,23,21,6,7,-0.7818314824680299,138.0,188.0,114.0,149.0,140.71428571428572
145,2018-07-16,139,0,1,0,1,0,0,9,134,130,23,21,0,7,0.0,164.0,161.0,129.0,130.0,137.57142857142858
146,2018-07-17,110,0,1,0,1,0,0,9,134,130,23,21,1,7,0.7818314824680298,139.0,149.0,138.0,114.0,132.0
147,2018-07-18,101,0,1,0,1,0,0,9,134,130,23,21,2,7,0.9749279121818236,110.0,130.0,164.0,129.0,127.85714285714286
148,2018-07-19,133,0,1,0,1,0,0,9,134,130,23,21,3,7,0.43388373911755823,101.0,114.0,139.0,138.0,130.57142857142858
149,2018-07-20,109,0,1,0,1,0,0,9,134,130,23,21,4,7,-0.433883739117558,133.0,129.0,110.0,164.0,127.71428571428571
150,2018-07-21,139,0,1,0,1,0,1,9,134,130,23,21,5,7,-0.9749279121818236,109.0,138.0,101.0,139.0,127.85714285714286
151,2018-07-22,155,0,1,0,1,0,1,9,134,130,23,21,6,7,-0.7818314824680299,139.0,164.0,133.0,110.0,126.57142857142857
152,2018-07-23,129,0,1,0,1,0,0,9,134,130,23,21,0,7,0.0,155.0,139.0,109.0,101.0,125.14285714285714
153,2018-07-24,115,0,1,0,1,0,0,9,134,130,23,21,1,7,0.7818314824680298,129.0,110.0,139.0,133.0,125.85714285714286
154,2018-07-25,133,0,1,0,1,0,0,9,134,130,23,21,2,7,0.9749279121818236,115.0,101.0,155.0,109.0,130.42857142857142
155,2018-07-26,90,0,1,0,1,0,0,9,134,130,23,21,3,7,0.43388373911755823,133.0,133.0,129.0,139.0,124.28571428571429
156,2018-07-27,81,0,1,0,1,0,0,9,134,130,23,21,4,7,-0.433883739117558,90.0,109.0,115.0,155.0,120.28571428571429
157,2018-07-28,104,0,1,0,1,1,1,9,134,130,23,21,5,7,-0.9749279121818236,81.0,139.0,133.0,129.0,115.28571428571429
158,2018-07-29,155,0,1,0,1,1,1,9,134,130,23,21,6,7,-0.7818314824680299,104.0,155.0,90.0,115.0,115.28571428571429
159,2018-07-30,133,0,1,0,1,1,0,9,134,130,23,21,0,7,0.0,155.0,129.0,81.0,133.0,115.85714285714286
160,2018-07-31,125,0,1,0,1,1,0,9,134,130,23,21,1,7,0.7818314824680298,133.0,115.0,104.0,90.0,117.28571428571429
161,2018-08-01,149,0,1,0,1,0,0,9,136,122,38,33,2,8,0.9749279121818236,125.0,133.0,155.0,81.0,119.57142857142857
162,2018-08-02,120,0,1,0,1,0,0,9,136,137,38,41,3,8,0.43388373911755823,149.0,90.0,133.0,104.0,123.85714285714286
163,2018-08-03,151,0,1,0,1,0,0,9,136,139,38,36,4,8,-0.433883739117558,120.0,81.0,125.0,155.0,133.85714285714286
164,2018-08-04,123,0,1,0,1,0,1,9,137,129,24,21,5,8,-0.9749279121818236,151.0,104.0,149.0,133.0,136.57142857142858
165,2018-08-05,177,0,1,0,1,1,1,9,137,138,24,29,6,8,-0.7818314824680299,123.0,155.0,120.0,125.0,139.71428571428572
166,2018-08-06,144,0,1,0,1,1,0,9,137,144,24,20,0,8,0.0,177.0,133.0,151.0,149.0,141.28571428571428
167,2018-08-07,99,0,1,0,1,1,0,9,134,130,23,21,1,8,0.7818314824680298,144.0,125.0,123.0,120.0,137.57142857142858
168,2018-08-08,164,1,0,0,1,1,0,9,134,134,23,24,2,8,0.9749279121818236,99.0,149.0,177.0,151.0,139.71428571428572
169,2018-08-09,154,1,0,0,1,1,0,9,134,141,23,23,3,8,0.43388373911755823,164.0,120.0,144.0,123.0,144.57142857142858
170,2018-08-10,186,1,0,0,1,1,0,9,133,129,46,31,4,8,-0.433883739117558,154.0,151.0,99.0,177.0,149.57142857142858
171,2018-08-11,170,1,0,0,1,0,1,9,133,134,46,29,5,8,-0.9749279121818236,186.0,123.0,164.0,144.0,156.28571428571428
172,2018-08-12,153,0,0,0,1,0,1,9,133,135,46,68,6,8,-0.7818314824680299,170.0,177.0,154.0,99.0,152.85714285714286
173,2018-08-13,139,0,0,1,1,0,0,9,134,134,23,24,0,8,0.0,153.0,144.0,186.0,164.0,152.14285714285714
174,2018-08-14,106,0,0,1,1,0,0,9,134,134,23,24,1,8,0.7818314824680298,139.0,99.0,170.0,154.0,153.14285714285714
175,2018-08-15,131,0,1,0,1,0,0,9,134,134,23,24,2,8,0.9749279121818236,106.0,164.0,153.0,186.0,148.42857142857142
176,2018-08-16,121,0,1,0,1,0,0,9,134,134,23,24,3,8,0.43388373911755823,131.0,154.0,139.0,170.0,143.71428571428572
177,2018-08-17,149,0,1,0,1,0,0,9,134,134,23,24,4,8,-0.433883739117558,121.0,186.0,106.0,153.0,138.42857142857142
178,2018-08-18,155,0,1,0,1,0,1,9,134,134,23,24,5,8,-0.9749279121818236,149.0,170.0,131.0,139.0,136.28571428571428
179,2018-08-19,188,0,1,0,1,0,1,9,134,134,23,24,6,8,-0.7818314824680299,155.0,153.0,121.0,106.0,141.28571428571428
180,2018-08-20,141,0,1,0,1,0,0,10,134,134,23,24,0,8,0.0,188.0,139.0,149.0,131.0,141.57142857142858
181,2018-08-21,109,0,1,0,1,0,0,10,134,134,23,24,1,8,0.7818314824680298,141.0,106.0,155.0,121.0,142.0
182,2018-08-22,121,0,1,0,1,0,0,10,134,134,23,24,2,8,0.9749279121818236,109.0,131.0,188.0,149.0,140.57142857142858
183,2018-08-23,144,0,1,0,1,0,0,10,134,134,23,24,3,8,0.43388373911755823,121.0,121.0,141.0,155.0,143.85714285714286
184,2018-08-24,130,0,1,0,1,0,0,10,134,134,23,24,4,8,-0.433883739117558,144.0,149.0,109.0,188.0,141.14285714285714
185,2018-08-25,112,0,1,0,1,0,1,10,134,134,23,24,5,8,-0.9749279121818236,130.0,155.0,121.0,141.0,135.0
186,2018-08-26,134,0,1,0,1,0,1,10,134,134,23,24,6,8,-0.7818314824680299,112.0,188.0,144.0,109.0,127.28571428571429
187,2018-08-27,163,0,1,0,1,0,0,10,134,134,23,24,0,8,0.0,134.0,141.0,130.0,121.0,130.42857142857142
188,2018-08-28,132,0,1,0,1,1,0,10,134,134,23,24,1,8,0.7818314824680298,163.0,109.0,112.0,144.0,133.71428571428572
189,2018-08-29,119,0,1,0,1,1,0,10,134,134,23,24,2,8,0.9749279121818236,132.0,121.0,134.0,130.0,133.42857142857142
190,2018-08-30,124,0,1,0,1,1,0,10,134,134,23,24,3,8,0.43388373911755823,119.0,144.0,163.0,112.0,130.57142857142858
191,2018-08-31,91,0,1,0,1,1,0,10,134,134,23,24,4,8,-0.433883739117558,124.0,130.0,132.0,134.0,125.0
192,2018-09-01,104,0,1,0,1,0,1,10,136,122,38,33,5,9,-0.9749279121818236,91.0,112.0,119.0,163.0,123.85714285714286
193,2018-09-02,111,0,1,0,1,0,1,10,136,137,38,41,6,9,-0.7818314824680299,104.0,134.0,124.0,132.0,120.57142857142857
194,2018-09-03,103,0,1,0,1,0,0,10,136,139,38,36,0,9,0.0,111.0,163.0,91.0,119.0,112.0
195,2018-09-04,134,0,1,0,1,0,0,10,137,129,24,21,1,9,0.7818314824680298,103.0,132.0,104.0,124.0,112.28571428571429
196,2018-09-05,119,0,1,0,1,1,0,10,137,138,24,29,2,9,0.9749279121818236,134.0,119.0,111.0,91.0,112.28571428571429
197,2018-09-06,106,0,1,0,1,1,0,10,137,144,24,20,3,9,0.43388373911755823,119.0,124.0,103.0,104.0,109.71428571428571
198,2018-09-07,129,0,1,0,0,1,0,10,134,130,23,21,4,9,-0.433883739117558,106.0,91.0,134.0,111.0,115.14285714285714
199,2018-09-08,113,0,1,0,1,1,1,10,134,134,23,24,5,9,-0.9749279121818236,129.0,104.0,119.0,103.0,116.42857142857143
200,2018-09-09,155,0,1,0,1,1,1,10,134,141,23,23,6,9,-0.7818314824680299,113.0,111.0,106.0,134.0,122.71428571428571
